detailUrl,jobTitle,company,location,date
http://www.dice.com/job/result/primusga/javaco?src=19,"Java, J2EE, Ejb, JSP, Oracle, PL/SQL, Spring, Hibernate, Struts, Ajax",Primus Software Corp,"Colorado Springs, CO",2017-02-24
http://www.dice.com/job/result/cybercod/JM2-134760519?src=19,Senior Java Engineer - (Java EE - J2EE),CyberCoders,"Boulder, CO",2017-02-25
detailUrl,jobTitle,company,location,date
http://www.dice.com/job/result/cybercod/JM2-134760519?src=19,Senior Java Engineer - (Java EE - J2EE),CyberCoders,"Boulder, CO",2017-02-25
http://www.dice.com/job/result/10204120/605484?src=19,Java/Perl Developer,Sempera,"Denver, CO",2017-02-24
http://www.dice.com/job/result/10503893/857267?src=19,Senior Java Developer for large Internet/TV firm.,Sairoop,"Englewood, CO",2017-01-30
http://www.dice.com/job/result/cybercod/AD6-134044827?src=19,SAP Hybris/Sr. Java Architect (Relocation Provided),CyberCoders,"Centennial, CO",2017-02-25
http://www.dice.com/job/result/90932990/868467?src=19,Java Development Engineer,Alagen,"Denver, CO",2017-02-13
http://www.dice.com/job/result/10112536/Javafront?src=19,Front-end Java Web Developer,SESC,"Greenwood Village, CO",2017-02-20
http://www.dice.com/job/result/cybercod/RW1-13534261?src=19,Test and Data Analyst - Java/Python,CyberCoders,"Colorado Springs, CO",2017-02-25
http://www.dice.com/job/result/punditma/9521?src=19,"Java Developer - Cloud Foundry, Microservices in Denver, CO",UpStream Global Services,"Denver, CO",2017-02-09
http://www.dice.com/job/result/10106846/840272?src=19,JAVA Developer II,Advanced Resources,"Denver, CO",2017-02-20
http://www.dice.com/job/result/cybercod/DH1-134845714?src=19,Senior Java Developer,CyberCoders,"Denver, CO",2017-02-25
http://www.dice.com/job/result/unison/4315?src=19,Java - Web Services,Unison Systems Inc.,"Englewood, CO",2017-02-25
http://www.dice.com/job/result/sunrise/17-00037?src=19,Senior Java Developer,"Sunrise Systems, Inc.","Colorado Springs, CO",2017-02-24
http://www.dice.com/job/result/90838264/JT-LM-SJD?src=19,Sr. Java Developer,Jobber Group,"Denver, CO",2017-02-21
http://www.dice.com/job/result/primusga/CorbaCO?src=19,"Corba, JMS, AWS, Jboss, Rest easy, JAX-RS, GIT, WebServices,Core Java",Primus Software Corp,"Colorado Springs, CO",2017-02-24
http://www.dice.com/job/result/redoak/844765?src=19,Java Developer,"Red Oak Technologies, Inc.","Colorado Springs, CO",2017-02-03
http://www.dice.com/job/result/EARCO001/862805?src=19,Sr. Java Developer - Super Cool Satellite Imagery Company,DigitalGlobe,"Westminster, CO",2017-02-02
http://www.dice.com/job/result/cybercod/EC3-13513105?src=19,"Software Engineer - Java, Spring, AWS, MongoDB, IoT, SaaS",CyberCoders,"Boulder, CO",2017-02-25
http://www.dice.com/job/result/cxjudgpa/519022?src=19,Java Systems Architect,The Judge Group,"Denver, CO",2017-02-25
http://www.dice.com/job/result/10338938/1024?src=19,Java Systems Architect,VeriCour,"Denver, CO",2017-02-21
http://www.dice.com/job/result/10193717/7457?src=19,Java/GIS Developer,BridgeView IT,"Greenwood Village, CO",2017-02-17
http://www.dice.com/job/result/10107604/D7925?src=19,Java UI Developer,EDP Recruiting Services,"Denver, CO",2017-02-24
http://www.dice.com/job/result/redoak/894121?src=19,Java Full Stack,"Red Oak Technologies, Inc.","Boulder, CO",2017-02-24
http://www.dice.com/job/result/10447500/88590?src=19,Java Devloper,VincentBenjamin Inc.,"Denver, CO",2017-02-23
http://www.dice.com/job/result/10111360A/2507?src=19,Software Developer,Information Technology Engineering Corporation,"Aurora, CO",2017-02-25
http://www.dice.com/job/result/10111360A/2479?src=19,Linux System Administrator,Information Technology Engineering Corporation,"Aurora, CO",2017-02-25
http://www.dice.com/job/result/10111360A/2511?src=19,Software Engineer /Developer,Information Technology Engineering Corporation,"Colorado Springs, CO",2017-02-25
http://www.dice.com/job/result/10111360A/2553?src=19,Software Engineer,Information Technology Engineering Corporation,"Aurora, CO",2017-02-25
http://www.dice.com/job/result/10111360A/2379?src=19,Software Engineer,Information Technology Engineering Corporation,"Aurora, CO",2017-02-25
http://www.dice.com/job/result/10111360A/2535?src=19,Software Maintenance Engineer,Information Technology Engineering Corporation,"Aurora, CO",2017-02-25
http://www.dice.com/job/result/10111360A/2542?src=19,Software Engineer,Information Technology Engineering Corporation,"Aurora, CO",2017-02-25
http://www.dice.com/job/result/10111360A/2478?src=19,E1 Maintainer,Information Technology Engineering Corporation,"Aurora, CO",2017-02-25
http://www.dice.com/job/result/10514189/SB0004?src=19,DevOps Engineer - Gemini Solutions,Gemini Solutions,"Denver, CO",2017-02-22
http://www.dice.com/job/result/10167573/15277?src=19,Data Management Analyst (Eng V),Coact Inc,"Colorado Springs, CO",2017-02-21
http://www.dice.com/job/result/10111360/3053220-28-MH17?src=19,"Software Engineer (Denver, CO)",Fahrenheit IT Staffing & Consulting,"Denver, CO",2017-02-25
http://www.dice.com/job/result/ngitbot/17004431?src=19,Software Engineer 2 (C# Development),NORTHROP GRUMMAN,"Aurora, CO",2017-02-25
http://www.dice.com/job/result/10105424/5923798-123?src=19,Mobile System Architect,"TEKsystems, Inc.","Denver, CO",2017-02-25
http://www.dice.com/job/result/10106525/24238462000005632?src=19,CLOUD & INFRASTRUCTURE ENGINEER,Deloitte,"Denver, CO",2017-02-25
http://www.dice.com/job/result/ngitbot/16029676?src=19,"C2BMC Software Integrator 3 (15-192) - Windows, UNIX, Linux & VMWare",NORTHROP GRUMMAN,"Colorado Springs, CO",2017-02-25
http://www.dice.com/job/result/10226217/122219-en_US?src=19,SALESFORCE DEVELOPER,CenturyLink,"Littleton, CO",2017-02-25
http://www.dice.com/job/result/90621344/865660?src=19,Splunk Engineer-Denver,Greenfield Partners Inc.,"Greenwood Village, CO",2017-02-22
http://www.dice.com/job/result/10112522/786500?src=19,"JDE E1 Developer - Boulder, CO","Tri-S Recruiters, Inc.","Boulder, CO",2017-01-29
http://www.dice.com/job/result/ngitbot/16030057?src=19,Machine Learning (Deep Learning) Researcher/Developer,NORTHROP GRUMMAN,"Aurora, CO",2017-02-25
http://www.dice.com/job/result/10105424/5919145-618?src=19,Sr Linux Systems/Security Engineer (TS/SCI Clearance),"TEKsystems, Inc.","Aurora, CO",2017-02-25
http://www.dice.com/job/result/10195552/17-00672?src=19,Data Engineer,Kaztronix,"Denver, CO",2017-02-25
http://www.dice.com/job/result/10509960/720_SysEn_CO?src=19,System Engineer,Apidel Technologies,"Denver, CO",2017-02-22
http://www.dice.com/job/result/10195552/16-04907?src=19,QA Engineer,Kaztronix,"Denver, CO",2017-02-25
http://www.dice.com/job/result/ngitbot/17001404?src=19,Data Management Scientist-15277,NORTHROP GRUMMAN,"Schriever Afb, CO",2017-02-25
http://www.dice.com/job/result/10195552/17-00742?src=19,Service Delivery Engineer,Kaztronix,"Denver, CO",2017-02-25
http://www.dice.com/job/result/10112074/883127?src=19,Mobile Development Manager,Bradsby Group,"Denver, CO",2017-02-16
http://www.dice.com/job/result/ngitbot/17001824?src=19,Software Engineer Integrator / Analyst 4 (16-155),NORTHROP GRUMMAN,"Colorado Springs, CO",2017-02-25
detailUrl,jobTitle,company,location,date
http://www.dice.com/job/result/10226217/122715-en_US?src=19,PRINCIPAL ARCHITECT,CenturyLink,"Littleton, CO",2017-02-25
http://www.dice.com/job/result/10195552/16-04909?src=19,Jr. QA Engineer,Kaztronix,"Denver, CO",2017-02-25
http://www.dice.com/job/result/RTX121032/659466?src=19,Systems Administrator II (659466),Ball Aerospace & Technologies Corp,"Westminster, CO",2017-02-25
http://www.dice.com/job/result/RTX1689ae/853952?src=19,Director of Software Development,Virtela Technology Services Incoporated,"Greenwood Village, CO",2017-01-26
http://www.dice.com/job/result/10509960/720_QALab_CO?src=19,QA Engineer,Apidel Technologies,"Denver, CO",2017-02-22
http://www.dice.com/job/result/10195552/17-00183?src=19,Senior Software Developer,Kaztronix,"Denver, CO",2017-02-25
http://www.dice.com/job/result/10117123/876354?src=19,Sr. CI/CD Build Engineer / Devops,"Agile Global Solutions, Inc","Denver, CO",2017-02-25
http://www.dice.com/job/result/10208346O/2449_Devops?src=19,Devops Engineer,Collabera,"Denver, CO",2017-02-21
http://www.dice.com/job/result/ngitbot/17000959?src=19,Senior System Engineer/Analyst 5 (16-042),NORTHROP GRUMMAN,"Schriever Afb, CO",2017-02-25
http://www.dice.com/job/result/greatwco/13837?src=19,Software Systems Engineer,Great-West Life & Annuity Insurance Company,"Denver, CO",2017-02-25
http://www.dice.com/job/result/10208346M/2467_DevOps_CO?src=19,Sr. AWS DevOps Engineer,Collabera,"Greenwood Village, CO",2017-02-21
http://www.dice.com/job/result/10111030/88542?src=19,Senior Software Development Engineer in Test,TransUnion,"Greenwood Village, CO",2017-02-25
http://www.dice.com/job/result/greatwco/13723?src=19,Sr Software Developer,Great-West Life & Annuity Insurance Company,"Denver, CO",2017-02-25
http://www.dice.com/job/result/dhi/873672?src=19,Senior Software Engineer (HeC),"DHI Group, Inc.","Centennial, CO",2017-02-09
http://www.dice.com/job/result/10111360/3051740-28-MH17?src=19,JavaScript Developer,Fahrenheit IT Staffing & Consulting,"Westminster, CO",2017-02-25
http://www.dice.com/job/result/10317361/br219?src=19,"BigData Hadoop Architect in Englewood, CO","Super Technology Solutions, Inc.","englewood, CO",2017-02-23
http://www.dice.com/job/result/ngitbot/17001315?src=19,Engineer Test 2,NORTHROP GRUMMAN,"Colorado Springs, CO",2017-02-25
http://www.dice.com/job/result/10112773/877798?src=19,Backend Platform Engineer,Edgelink,"Denver, CO",2017-02-14
http://www.dice.com/job/result/ngitbot/17000961?src=19,System Test Analyst 4 (16-242 Test Engr 4),NORTHROP GRUMMAN,"Schriever Afb, CO",2017-02-25
http://www.dice.com/job/result/10195552/17-00847?src=19,Data Scientist,Kaztronix,"Denver, CO",2017-02-25
http://www.dice.com/job/result/10226217/125132-en_US?src=19,LEAD IT ENGINEER,CenturyLink,"Denver, CO",2017-02-25
http://www.dice.com/job/result/10226217/122716-en_US?src=19,PRINCIPAL ARCHITECT,CenturyLink,"Littleton, CO",2017-02-25
http://www.dice.com/job/result/adrga001/TIS-137?src=19,Splunk Senior Technical Consultant,"Sierra-Cedar, Inc.","Denver, CO",2017-02-21
http://www.dice.com/job/result/10111360/3053058-28-MH17?src=19,"Mobile Developer (Denver, CO)",Fahrenheit IT Staffing & Consulting,"Denver, CO",2017-02-25
http://www.dice.com/job/result/10105424/5906590-847?src=19,Continuous Delivery Architect,"TEKsystems, Inc.","Denver, CO",2017-02-25
http://www.dice.com/job/result/10111360/3053283-28-MH17?src=19,"DevOps Quality Assurance Automation Architect (Denver,",Fahrenheit IT Staffing & Consulting,"Denver, CO",2017-02-25
http://www.dice.com/job/result/10125386/MKTAJ2EE?src=19,Technical Architect - J2EE,Syslogic,"Colorado Springs, CO",2017-02-24
http://www.dice.com/job/result/10299018/MapReduce?src=19,Hadoop Developer,MSRCosmos,"Denver, CO",2017-02-24
http://www.dice.com/job/result/10226217/122717-en_US?src=19,PRINCIPAL ARCHITECT,CenturyLink,"Littleton, CO",2017-02-25
http://www.dice.com/job/result/RTX1689ae/772585?src=19,Sr. UNIX Systems Engineer,Virtela Technology Services Incoporated,"Greenwood Village, CO",2017-02-09
http://www.dice.com/job/result/ngitbot/17004462?src=19,Software Engineer 3 (C# Development),NORTHROP GRUMMAN,"Aurora, CO",2017-02-25
http://www.dice.com/job/result/taosca/882867?src=19,Splunk Operations & Integrations Specialist,Taos,"Denver, CO",2017-02-16
http://www.dice.com/job/result/10121540/746825?src=19,Integration/Developer Consultant,"ProjectCC, Inc.","superior, CO",2017-02-20
http://www.dice.com/job/result/RTX1689ae/275146?src=19,Sr. Cloud System Engineer,Virtela Technology Services Incoporated,"Greenwood Village, CO",2017-02-09
http://www.dice.com/job/result/10105424/5922671-745?src=19,Oracle Reports Developer,"TEKsystems, Inc.","Fort Collins, CO",2017-02-25
http://www.dice.com/job/result/10105424/5923139-891?src=19,Software Developer,"TEKsystems, Inc.","Colorado Springs, CO",2017-02-25
http://www.dice.com/job/result/ngitbot/17004198?src=19,Engineering Technician 4,NORTHROP GRUMMAN,"Colorado Springs, CO",2017-02-25
http://www.dice.com/job/result/greatwco/13651?src=19,Security Architect,Great-West Life & Annuity Insurance Company,"Denver, CO",2017-02-25
http://www.dice.com/job/result/10509960/720_SSD_CO?src=19,Sr. Software Developer,Apidel Technologies,"Denver, CO",2017-02-22
http://www.dice.com/job/result/greatwco/13808?src=19,Sr Security Engineer,Great-West Life & Annuity Insurance Company,"Denver, CO",2017-02-25
http://www.dice.com/job/result/ngitbot/17002651?src=19,Sustaining Engineering Software/Systems Engineer 3,NORTHROP GRUMMAN,"Colorado Springs, CO",2017-02-25
http://www.dice.com/job/result/10112773/881486?src=19,Software Engineer,Edgelink,"denver, CO",2017-02-15
http://www.dice.com/job/result/10112773/875842?src=19,"Software Application Engineer (Obj-C, Cocoa)",Edgelink,"Boulder, CO",2017-02-10
http://www.dice.com/job/result/10317361/RK768?src=19,"Big Data Hadoop Architect in Englewood, CO","Super Technology Solutions, Inc.","Englewood, CO",2017-02-25
http://www.dice.com/job/result/10105424/5917681-507?src=19,Full Stack Web Developer,"TEKsystems, Inc.","Fort Collins, CO",2017-02-25
http://www.dice.com/job/result/ngitbot/17001731?src=19,Software Engineer 3- 16208,NORTHROP GRUMMAN,"Schriever Afb, CO",2017-02-25
http://www.dice.com/job/result/planetne/856441?src=19,Tester(Python scripting),"Planet Consulting, Inc.","Broomfield, CO",2017-02-24
http://www.dice.com/job/result/10112773/ELM7502?src=19,"Do you have TS/SCI clearance? If so, please apply!",Edgelink,"Greenwood Village, CO",2017-02-08
http://www.dice.com/job/result/RTL542869/863236?src=19,Senior Software Engineer,"Proofpoint, Inc.","Broomfield, CO",2017-02-02
http://www.dice.com/job/result/wgc/4467?src=19,Lead Technical Architect,"StoneRiver, Inc.","Denver, CO",2017-02-25
detailUrl,jobTitle,company,location,date
http://www.dice.com/job/result/ngitbot/17001282?src=19,Test Engineer 4 (17-002),NORTHROP GRUMMAN,"Schriever Afb, CO",2017-02-25
http://www.dice.com/job/result/10125386/785379?src=19,Tech Lead - J2EE with Networking,Syslogic,"Colorado Springs, CO",2017-02-24
http://www.dice.com/job/result/RTL58643/870690?src=19,SAP Systems Administrator,Samiti Technology Inc.,"Denver, CO",2017-02-08
http://www.dice.com/job/result/RTL185086/96649986?src=19,Full Stack Developer,Vaisala,"Louisville, CO",2017-02-25
http://www.dice.com/job/result/10116054/873638?src=19,Sr. Full Stack Developer (JavaScript),Inceed,"Denver, CO",2017-02-09
http://www.dice.com/job/result/90719168/3278BR?src=19,Senior Solutions Architect - US Customer Engagement,Travelport,"Denver, CO",2017-02-25
http://www.dice.com/job/result/10271304/858231?src=19,Big Data Dev Ops Engineer,Net2Source Inc.,"Denver, CO",2017-01-30
http://www.dice.com/job/result/9075602/874745?src=19,DevOps Lead,Trinity Globaltech,"Denver, CO",2017-02-22
http://www.dice.com/job/result/redoak/162455?src=19,Technical Recruiter,"Red Oak Technologies, Inc.","Greenwood Village, CO",2017-02-02
http://www.dice.com/job/result/10355320/882313?src=19,DevOps Consulting Architect,Holland Square Group,"Greenwood Village, CO",2017-02-16
http://www.dice.com/job/result/10112857/1946?src=19,Configuration Manager,Intelligent Software Solutions,"Colorado Springs, CO",2017-01-30
http://www.dice.com/job/result/90915429/881369?src=19,Systems Engineer,Saligram Systems Inc,"Greenwood Village, CO",2017-02-20
http://www.dice.com/job/result/ccsainc/SLTM?src=19,Technical Software Engineering Manager,ClientSolv Inc,"Denver, CO",2017-01-30
http://www.dice.com/job/result/10228622/20161115-3950?src=19,.Net Developer - Portfolio Management in CSIM,Charles Schwab,"Lone Tree, CO",2017-02-25
http://www.dice.com/job/result/10315181/2017-1155?src=19,System Requirements Engineer (Senior),"Spry Methods, Inc","Fort Collins, CO",2017-02-02
http://www.dice.com/job/result/10204120/785747?src=19,Deployment Engineer,Sempera,"Denver, CO",2017-02-24
http://www.dice.com/job/result/90719168/3961BR?src=19,Senior Lead Software Developer,Travelport,"Denver, CO",2017-02-25
http://www.dice.com/job/result/cxbcsi/Job25974?src=19,Mobile System Architect,Calance US,"Denver, CO",2017-02-25
http://www.dice.com/job/result/10204120/829811?src=19,Oracle EBS Developer,Sempera,"Denver, CO",2017-02-24
http://www.dice.com/job/result/prosum/JH15458-1?src=19,Threat Research Engineer,Prosum,"Broomfield, CO",2017-01-30
http://www.dice.com/job/result/90979310/20671?src=19,"Software Engineer, TS/SCI with Polygraph Clearance required",General Dynamics Information Technology,"Aurora, CO",2017-02-25
http://www.dice.com/job/result/RTX159209/184766BR?src=19,Lead Automation Developer,Charter Communications,"Greenwood Village, CO",2017-02-08
http://www.dice.com/job/result/guntherd/11788CL?src=19,Mobile System Architect,"Gunther Douglas, Inc.","Denver, CO",2017-02-23
http://www.dice.com/job/result/COMSYSD/FOX_11203552-599?src=19,Native Mobile Apps Developer,Experis,"Colorado Springs, CO",2017-02-25
http://www.dice.com/job/result/10347349a/877941?src=19,Quality Engineer Architect,The Doyle Group,"Colorado Springs, CO",2017-02-24
http://www.dice.com/job/result/pdsinc/779206?src=19,Automation Test Engineer,Productive Data Commercial Solutions,"Broomfield, CO",2017-02-09
http://www.dice.com/job/result/10316517/890098?src=19,Hadoop Developer (F2F),United IT Solutions,"Englewood, CO",2017-02-22
http://www.dice.com/job/result/cybercod/CG3-13514994?src=19,Full Stack Developer - Well Funded Company,CyberCoders,"Louisville, CO",2017-02-25
http://www.dice.com/job/result/guntherd/11569CL?src=19,Senior Project Architect,"Gunther Douglas, Inc.","Denver, CO",2017-02-23
http://www.dice.com/job/result/10338945/MUK_5?src=19,.Net Developer,Ventures Unlimited,"Denver, CO",2017-02-24
http://www.dice.com/job/result/10115165/886021?src=19,Salesforce Technical Consultant,Statera Inc,"Denver, CO",2017-02-20
http://www.dice.com/job/result/unison/4314?src=19,Angularjs Developer,Unison Systems Inc.,"Englewood, CO",2017-02-25
http://www.dice.com/job/result/90719168/4250BR?src=19,Data Scientist,Travelport,"Denver, CO",2017-02-25
http://www.dice.com/job/result/netapbot/41746BRDIC?src=19,Software Engineer - Web Applications - SolidFire,NetApp,"Boulder, CO",2017-02-25
http://www.dice.com/job/result/10228622/20170123-209?src=19,"Staff - Information Security Analyst, Data Governance",Charles Schwab,"Lone Tree, CO",2017-02-25
http://www.dice.com/job/result/90933178/886697?src=19,Software Programmer - Ruby on Rails,Rubix Recruiting LLC,"Denver, CO",2017-02-23
http://www.dice.com/job/result/10124549/ML-FRD-CO?src=19,ForgeRock Developer,Atlantic Partners,"Denver, CO",2017-02-24
http://www.dice.com/job/result/10293957/836820?src=19,Professional Services Consultant,Trustaff,"Denver, CO",2017-02-16
http://www.dice.com/job/result/10119089/879842?src=19,Data Analytics Programmer / Data Analyst,Newt Global,"Highlands Ranch, CO",2017-02-22
http://www.dice.com/job/result/90719168/4008BR?src=19,SOA/Middleware Architect,Travelport,"Denver, CO",2017-02-25
http://www.dice.com/job/result/cybercod/RV3-13517182?src=19,Software Engineer - RELOCATION to Austin,CyberCoders,"Denver, CO",2017-02-25
http://www.dice.com/job/result/tgsnj/124244?src=19,Business Intelligence QA,Tekmark Global Solutions LLC,"Englewood, CO",2017-02-23
http://www.dice.com/job/result/90979310/9136?src=19,"Engineer, Systems",General Dynamics Information Technology,"Peterson Afb, CO",2017-02-25
http://www.dice.com/job/result/cgiamsbot/J1216-0299?src=19,Technical Lead,CGI,"Remote, CO",2017-02-25
http://www.dice.com/job/result/cybercod/DM6-13528012?src=19,DevOps Engineer - IT Solutions Co.,CyberCoders,"Denver, CO",2017-02-25
http://www.dice.com/job/result/appblok/254_20996?src=19,Sr. Professional Services Consultant - B2B,Informatica,"Denver, CO",2017-02-25
http://www.dice.com/job/result/cxjudgpa/518487?src=19,"Sr. Software Engineer, AEM Web Development",The Judge Group,"Denver, CO",2017-02-25
http://www.dice.com/job/result/appblok/585_4684?src=19,Senior Software Engineer,Patterson Companies,"Greeley, CO",2017-02-25
http://www.dice.com/job/result/10497432/889532?src=19,QA Architect,Talent Navigation Experts,"Colorado Springs, CO",2017-02-22
http://www.dice.com/job/result/kforcecx/ITWQG1593165?src=19,Software Developer,Kforce Inc.,"Greenwood Village, CO",2017-02-25
detailUrl,jobTitle,company,location,date
http://www.dice.com/job/result/pdsinc/827044?src=19,Software Engineer,Productive Data Commercial Solutions,"Westminster, CO",2017-02-09
http://www.dice.com/job/result/10476399/875525?src=19,QA Architect,"Cherwell Software, Inc.","Colorado Springs, CO",2017-02-10
http://www.dice.com/job/result/conpeo/890513?src=19,Mobile Development Manager,"Connecting People, Inc.","Golden, CO",2017-02-22
http://www.dice.com/job/result/cxjudgpa/508473?src=19,Senior Security Engineer- CyberArk / Vasco,The Judge Group,"Broomfield, CO",2017-02-25
http://www.dice.com/job/result/90838264/LMJT-FD?src=19,Fullstack Developer,Jobber Group,"Denver, CO",2017-02-21
http://www.dice.com/job/result/cxjudgpa/521676?src=19,Software Developer,The Judge Group,"Denver, CO",2017-02-25
http://www.dice.com/job/result/cxjudgpa/520427?src=19,IBM Open Pages Engineer,The Judge Group,"Denver, CO",2017-02-25
http://www.dice.com/job/result/10115943/874088?src=19,Business Process Developer,"Ace Info Solutions, Inc.","Fort Collins, CO",2017-02-09
